image,category,mode,sharpness_before,sharpness_after,contrast_before,contrast_after,quality_before,quality_after,confidence_before,confidence_after,confidence_delta
data/eval/dark_ISIC_0030865.jpg,dark,Brightness Enhanced + AI Super Resolution,4.90091108691358,43.447054163732645,14.90259429910686,18.163519564442883,5.15690584189996,11.531643452255434,0.978773295879364,0.9966503977775574,0.01787710189819336
data/eval/dark_ISIC_0029338.jpg,dark,Brightness Enhanced + AI Super Resolution,6.39358137765432,50.06266836197483,6.952943786948942,8.484609083461024,2.9809845289562875,9.554156295714783,0.9369893670082092,0.9974294304847717,0.0604400634765625
data/eval/dark_ISIC_0030400.jpg,dark,Brightness Enhanced + AI Super Resolution,23.236410853648835,72.52506247993055,12.836700930717805,14.765744342451866,7.104107798726178,14.583232049925837,0.8136653304100037,0.703779399394989,-0.10988593101501465
data/eval/dark_ISIC_0030337.jpg,dark,Brightness Enhanced + AI Super Resolution,5.815192590617284,46.16154372933594,3.9501440239600676,4.865793533973715,1.99917016987444,7.922354182299146,0.5963304042816162,0.627704918384552,0.03137451410293579
data/eval/dark_ISIC_0029929.jpg,dark,Brightness Enhanced + AI Super Resolution,11.881651745624142,61.78992998905815,9.514821850101201,11.55335759326095,4.5178777994177395,12.116597476446426,0.7032193541526794,0.5225412249565125,-0.180678129196167
data/eval/dark_ISIC_0030722.jpg,dark,Brightness Enhanced + AI Super Resolution,3.3878407334842255,30.84062916373264,11.048633386247536,11.647571919045442,3.788887718562052,7.811959658636203,0.983786404132843,0.997174859046936,0.013388454914093018
data/eval/dark_ISIC_0029698.jpg,dark,Brightness Enhanced + AI Super Resolution,5.315199,38.27178318317708,12.23497762387274,13.37168885077239,4.414621147161822,9.369556300876509,0.776077389717102,0.7935872673988342,0.017509877681732178
data/eval/dark_ISIC_0029972.jpg,dark,Brightness Enhanced + AI Super Resolution,4.405022222222223,43.60110414659722,8.656689966311575,10.568111063174618,3.213710101004583,9.274587899475996,0.6460065841674805,0.7656201124191284,0.11961352825164795
data/eval/dark_ISIC_0030875.jpg,dark,Brightness Enhanced + AI Super Resolution,17.26074777920439,70.28120416526042,8.976378016895707,10.06032790065222,5.109418094157327,12.857466953332125,0.9810730218887329,0.9919497966766357,0.010876774787902832
data/eval/dark_ISIC_0029342.jpg,dark,Brightness Enhanced + AI Super Resolution,5.40923646617284,36.80914163151042,4.80601940933963,5.757866466902223,2.1990989280660864,6.880639768482126,0.9837079644203186,0.9837537407875061,4.57763671875e-05
