image,category,mode,sharpness_before,sharpness_after,contrast_before,contrast_after,quality_before,quality_after,confidence_before,confidence_after,confidence_delta
data/eval/motion_ISIC_0029972.jpg,motion,AI Super Resolution,3.581129624677641,40.70264531373264,21.430483940748783,21.460773906022105,6.930503329679503,12.1366025157292,0.9981365203857422,0.9985539317131042,0.00041741132736206055
data/eval/motion_ISIC_0030400.jpg,motion,AI Super Resolution,9.85222086973937,48.585780374995664,31.510301237665043,31.52156573028112,10.832401293063025,16.258478971583727,0.9982131719589233,0.9973357319831848,-0.0008774399757385254
data/eval/motion_ISIC_0029929.jpg,motion,AI Super Resolution,5.9495538559122085,43.57969063305555,22.755580227609784,22.83329068450539,7.6596116081106445,12.951143893979394,0.9205679297447205,0.9115776419639587,-0.008990287780761719
data/eval/motion_ISIC_0029338.jpg,motion,AI Super Resolution,4.659233332222223,41.872839158120655,17.01675014539767,17.079324015546298,5.757317710130412,10.985994686800781,0.9999959468841553,0.9999957084655762,-2.384185791015625e-07
data/eval/motion_ISIC_0030865.jpg,motion,AI Super Resolution,3.615666038463649,39.87243207706597,37.01609426205627,36.98851940490702,11.61102152400179,16.67869631226134,0.999993085861206,0.9999923706054688,-7.152557373046875e-07
data/eval/motion_ISIC_0029342.jpg,motion,AI Super Resolution,2.8298772668175585,34.293456058263885,11.522928210986803,11.625241310107281,3.8530612806504996,8.288656241189129,0.977375864982605,0.9763239026069641,-0.0010519623756408691
data/eval/motion_ISIC_0030875.jpg,motion,AI Super Resolution,7.752713124814815,45.083164583328994,21.892034979219225,21.902340660973564,7.652990331239841,12.882345239958127,0.999993085861206,0.9999920129776001,-1.0728836059570312e-06
data/eval/motion_ISIC_0030722.jpg,motion,AI Super Resolution,2.4592663497393694,40.65071834093316,27.30732741030021,27.320703007485456,8.536495512053573,13.887311469976279,0.9997194409370422,0.999749481678009,3.0040740966796875e-05
data/eval/motion_ISIC_0029698.jpg,motion,AI Super Resolution,3.394907282839506,40.4172554332639,30.113140848153662,30.13428995024697,9.50922927404363,14.698702745731035,0.7591200470924377,0.7073116898536682,-0.05180835723876953
data/eval/motion_ISIC_0030337.jpg,motion,AI Super Resolution,3.5970146936076812,38.5842514061415,9.315423335362881,9.438443828580718,3.29820905771394,8.233328345434025,0.9999752044677734,0.9999762773513794,1.0728836059570312e-06
